Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,"10,95317$"
Ethereum,https://coinmarketcap.com/currencies/ethereum/,38493$
Tether,https://coinmarketcap.com/currencies/tether/,100$
XRP,https://coinmarketcap.com/currencies/xrp/,0251818$
Polkadot,https://coinmarketcap.com/currencies/polkadot-new/,527$
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,23603$
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,2798$
Chainlink,https://coinmarketcap.com/currencies/chainlink/,1073$
Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,0166734$
Litecoin,https://coinmarketcap.com/currencies/litecoin/,4882$
Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,16361$
Cardano,https://coinmarketcap.com/currencies/cardano/,0092873$
EOS,https://coinmarketcap.com/currencies/eos/,273$
USD Coin,https://coinmarketcap.com/currencies/usd-coin/,100$
TRON,https://coinmarketcap.com/currencies/tron/,0029023$
Tezos,https://coinmarketcap.com/currencies/tezos/,252$
Neo,https://coinmarketcap.com/currencies/neo/,2529$
Stellar,https://coinmarketcap.com/currencies/stellar/,0079624$
Monero,https://coinmarketcap.com/currencies/monero/,9349$
UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,119$
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,490$
Cosmos,https://coinmarketcap.com/currencies/cosmos/,501$
yearn.finance,https://coinmarketcap.com/currencies/yearn-finance/,"33,44928$"
VeChain,https://coinmarketcap.com/currencies/vechain/,0015191$
NEM,https://coinmarketcap.com/currencies/nem/,0108498$
Uniswap,https://coinmarketcap.com/currencies/uniswap/,552$
Wrapped Bitcoin,https://coinmarketcap.com/currencies/wrapped-bitcoin/,"10,95679$"
IOTA,https://coinmarketcap.com/currencies/iota/,0276181$
Aave,https://coinmarketcap.com/currencies/aave/,0580780$
UMA,https://coinmarketcap.com/currencies/uma/,1295$
Dash,https://coinmarketcap.com/currencies/dash/,7290$
Dai,https://coinmarketcap.com/currencies/multi-collateral-dai/,102$
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,516$
Zcash,https://coinmarketcap.com/currencies/zcash/,5898$
Ontology,https://coinmarketcap.com/currencies/ontology/,0829567$
TrueUSD,https://coinmarketcap.com/currencies/trueusd/,100$
Maker,https://coinmarketcap.com/currencies/maker/,49610$
THETA,https://coinmarketcap.com/currencies/theta/,0569548$
OMG Network,https://coinmarketcap.com/currencies/omg/,331$
Synthetix Network Token,https://coinmarketcap.com/currencies/synthetix-network-token/,467$
Compound,https://coinmarketcap.com/currencies/compound/,16004$
Kusama,https://coinmarketcap.com/currencies/kusama/,4673$
Binance USD,https://coinmarketcap.com/currencies/binance-usd/,100$
HedgeTrade,https://coinmarketcap.com/currencies/hedgetrade/,101$
Algorand,https://coinmarketcap.com/currencies/algorand/,0353418$
OKB,https://coinmarketcap.com/currencies/okb/,619$
Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,0252149$
FTX Token,https://coinmarketcap.com/currencies/ftx-token/,389$
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0002799$
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,0000339$
0x,https://coinmarketcap.com/currencies/0x/,0439902$
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0023785$
Loopring,https://coinmarketcap.com/currencies/loopring/,0278716$
NXM,https://coinmarketcap.com/currencies/nxm/,5027$
Energy Web Token,https://coinmarketcap.com/currencies/energy-web-token/,922$
ICON,https://coinmarketcap.com/currencies/icon/,0487365$
Qtum,https://coinmarketcap.com/currencies/qtum/,279$
Celo,https://coinmarketcap.com/currencies/celo/,217$
Waves,https://coinmarketcap.com/currencies/waves/,252$
Hyperion,https://coinmarketcap.com/currencies/hyperion/,0285594$
Paxos Standard,https://coinmarketcap.com/currencies/paxos-standard/,0998503$
Ren,https://coinmarketcap.com/currencies/ren/,0255692$
Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,112$
SushiSwap,https://coinmarketcap.com/currencies/sushiswap/,174$
Hedera Hashgraph,https://coinmarketcap.com/currencies/hedera-hashgraph/,0035083$
ABBC Coin,https://coinmarketcap.com/currencies/abbc-coin/,0311758$
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0017116$
Lisk,https://coinmarketcap.com/currencies/lisk/,140$
DFI.Money,https://coinmarketcap.com/currencies/yearn-finance-ii/,"4,41326$"
Augur,https://coinmarketcap.com/currencies/augur/,1537$
Flexacoin,https://coinmarketcap.com/currencies/flexacoin/,0009828$
Elrond,https://coinmarketcap.com/currencies/elrond-egld/,1203$
Decred,https://coinmarketcap.com/currencies/decred/,1348$
Balancer,https://coinmarketcap.com/currencies/balancer/,2242$
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,839$
Celsius,https://coinmarketcap.com/currencies/celsius/,0606649$
Aragon,https://coinmarketcap.com/currencies/aragon/,439$
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0003245$
HUSD,https://coinmarketcap.com/currencies/husd/,100$
Revain,https://coinmarketcap.com/currencies/revain/,0010584$
Band Protocol,https://coinmarketcap.com/currencies/band-protocol/,662$
Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,0164155$
Ampleforth,https://coinmarketcap.com/currencies/ampleforth/,0808185$
Reserve Rights,https://coinmarketcap.com/currencies/reserve-rights/,0013972$
Terra,https://coinmarketcap.com/currencies/terra-luna/,0315714$
Arweave,https://coinmarketcap.com/currencies/arweave/,366$
Blockstack,https://coinmarketcap.com/currencies/blockstack/,0197341$
Decentraland,https://coinmarketcap.com/currencies/decentraland/,0082394$
Quant,https://coinmarketcap.com/currencies/quant/,1010$
Ocean Protocol,https://coinmarketcap.com/currencies/ocean-protocol/,0324558$
Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,0016533$
Swipe,https://coinmarketcap.com/currencies/swipe/,160$
Nano,https://coinmarketcap.com/currencies/nano/,0857340$
Solana,https://coinmarketcap.com/currencies/solana/,299$
CyberVein,https://coinmarketcap.com/currencies/cybervein/,0104170$
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,0592731$
Nervos Network,https://coinmarketcap.com/currencies/nervos-network/,0005240$
Bytom,https://coinmarketcap.com/currencies/bytom/,0079283$
Orchid,https://coinmarketcap.com/currencies/orchid/,0293776$
Serum,https://coinmarketcap.com/currencies/serum/,214$
Holo,https://coinmarketcap.com/currencies/holo/,0000558$
DxChain Token,https://coinmarketcap.com/currencies/dxchain-token/,0002138$
Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,0104891$
IOST,https://coinmarketcap.com/currencies/iostoken/,0006576$
JUST,https://coinmarketcap.com/currencies/just/,0044140$
KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,120$
Numeraire,https://coinmarketcap.com/currencies/numeraire/,3103$
Status,https://coinmarketcap.com/currencies/status/,0027059$
iExec RLC,https://coinmarketcap.com/currencies/rlc/,117$
Divi,https://coinmarketcap.com/currencies/divi/,0047303$
BitShares,https://coinmarketcap.com/currencies/bitshares/,0028946$
Storj,https://coinmarketcap.com/currencies/storj/,0433408$
THORChain,https://coinmarketcap.com/currencies/thorchain/,0538831$
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,126$
Kava.io,https://coinmarketcap.com/currencies/kava/,245$
Matic Network,https://coinmarketcap.com/currencies/matic-network/,0021621$
Komodo,https://coinmarketcap.com/currencies/komodo/,0651758$
Helium,https://coinmarketcap.com/currencies/helium/,176$
MCO,https://coinmarketcap.com/currencies/crypto-com/,464$
Verge,https://coinmarketcap.com/currencies/verge/,0004461$
The Midas Touch Gold,https://coinmarketcap.com/currencies/the-midas-touch-gold/,0014129$
Curve DAO Token,https://coinmarketcap.com/currencies/curve-dao-token/,134$
Bancor,https://coinmarketcap.com/currencies/bancor/,101$
Fantom,https://coinmarketcap.com/currencies/fantom/,0031721$
Steem,https://coinmarketcap.com/currencies/steem/,0176007$
Nexo,https://coinmarketcap.com/currencies/nexo/,0119481$
Utrust,https://coinmarketcap.com/currencies/utrust/,0147156$
Ardor,https://coinmarketcap.com/currencies/ardor/,0065753$
Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,5726$
OriginTrail,https://coinmarketcap.com/currencies/origintrail/,0203710$
PAX Gold,https://coinmarketcap.com/currencies/pax-gold/,"1,95141$"
Horizen,https://coinmarketcap.com/currencies/horizen/,616$
Chiliz,https://coinmarketcap.com/currencies/chiliz/,0012496$
aelf,https://coinmarketcap.com/currencies/aelf/,0111709$
SwissBorg,https://coinmarketcap.com/currencies/swissborg/,0074567$
MXC,https://coinmarketcap.com/currencies/mxc/,0023366$
RSK Infrastructure Framework,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/,0093672$
SingularityNET,https://coinmarketcap.com/currencies/singularitynet/,0069705$
Velas,https://coinmarketcap.com/currencies/velas/,0041004$
HyperCash,https://coinmarketcap.com/currencies/hypercash/,124$
Hive,https://coinmarketcap.com/currencies/hive-blockchain/,0175439$
IRISnet,https://coinmarketcap.com/currencies/irisnet/,0066023$
Handshake ,https://coinmarketcap.com/currencies/handshake/,0172158$
Fetch.ai,https://coinmarketcap.com/currencies/fetch/,0066305$
Melon,https://coinmarketcap.com/currencies/melon/,4201$
Electroneum,https://coinmarketcap.com/currencies/electroneum/,0005142$
TrustSwap,https://coinmarketcap.com/currencies/trustswap/,0723978$
Unibright,https://coinmarketcap.com/currencies/unibright/,0359834$
WAX,https://coinmarketcap.com/currencies/wax/,0038568$
xDai,https://coinmarketcap.com/currencies/xdai/,1899$
Zcoin,https://coinmarketcap.com/currencies/zcoin/,462$
Kleros,https://coinmarketcap.com/currencies/kleros/,0090763$
TomoChain,https://coinmarketcap.com/currencies/tomochain/,0667764$
Energi,https://coinmarketcap.com/currencies/energi/,159$
WaykiChain,https://coinmarketcap.com/currencies/waykichain/,0253886$
Tellor,https://coinmarketcap.com/currencies/tellor/,3271$
Stratis,https://coinmarketcap.com/currencies/stratis/,0473046$
GateToken,https://coinmarketcap.com/currencies/gatetoken/,0580634$
bZx Protocol,https://coinmarketcap.com/currencies/bzx-protocol/,0332649$
v.systems,https://coinmarketcap.com/currencies/v-systems/,0021914$
Aion,https://coinmarketcap.com/currencies/aion/,0097303$
Ark,https://coinmarketcap.com/currencies/ark/,0354567$
Ultra,https://coinmarketcap.com/currencies/ultra/,0156905$
IoTeX,https://coinmarketcap.com/currencies/iotex/,0009220$
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0094905$
Aurora,https://coinmarketcap.com/currencies/aurora/,0006547$
Enigma,https://coinmarketcap.com/currencies/enigma/,0575719$
SUN,https://coinmarketcap.com/currencies/sun/,2530$
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0132224$
Insolar,https://coinmarketcap.com/currencies/insolar/,0409527$
Wanchain,https://coinmarketcap.com/currencies/wanchain/,0329040$
GXChain,https://coinmarketcap.com/currencies/gxchain/,0606364$
Ankr,https://coinmarketcap.com/currencies/ankr/,0006740$
Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,0090390$
Harmony,https://coinmarketcap.com/currencies/harmony/,0006052$
ShareToken,https://coinmarketcap.com/currencies/sharetoken/,0024974$
Theta Fuel,https://coinmarketcap.com/currencies/theta-fuel/,0009786$
STASIS EURO,https://coinmarketcap.com/currencies/stasis-euro/,114$
SOLVE,https://coinmarketcap.com/currencies/solve/,0108374$
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0000151$
Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,345$
Orbs,https://coinmarketcap.com/currencies/orbs/,0015247$
Elastos,https://coinmarketcap.com/currencies/elastos/,199$
Syscoin,https://coinmarketcap.com/currencies/syscoin/,0056516$
Switcheo,https://coinmarketcap.com/currencies/switcheo/,0040568$
Travala.com,https://coinmarketcap.com/currencies/travala/,0793353$
Akropolis ,https://coinmarketcap.com/currencies/akropolis/,0016404$
DAD,https://coinmarketcap.com/currencies/dad/,0241312$
WINk,https://coinmarketcap.com/currencies/wink-tronbet/,0000100$
Super Zero Protocol,https://coinmarketcap.com/currencies/super-zero-protocol/,0107754$
Digitex Futures,https://coinmarketcap.com/currencies/digitex-futures/,0032394$
Waltonchain,https://coinmarketcap.com/currencies/waltonchain/,0441202$
Huobi Pool Token,https://coinmarketcap.com/currencies/huobi-pool-token/,0005803$
Thunder Token,https://coinmarketcap.com/currencies/thunder-token/,0005056$
COTI,https://coinmarketcap.com/currencies/coti/,0052048$
Streamr,https://coinmarketcap.com/currencies/streamr/,0042634$
Origin Protocol,https://coinmarketcap.com/currencies/origin-protocol/,0225952$
Bluzelle,https://coinmarketcap.com/currencies/bluzelle/,0118545$
Haven Protocol,https://coinmarketcap.com/currencies/haven-protocol/,212$
Redd,https://coinmarketcap.com/currencies/redd/,0000961$
Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,"10,31209$"
Ethereum,https://coinmarketcap.com/currencies/ethereum/,32711$
Tether,https://coinmarketcap.com/currencies/tether/,100$
XRP,https://coinmarketcap.com/currencies/xrp/,0222323$
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,21064$
Polkadot,https://coinmarketcap.com/currencies/polkadot-new/,415$
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,2359$
Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,0148197$
Chainlink,https://coinmarketcap.com/currencies/chainlink/,825$
Litecoin,https://coinmarketcap.com/currencies/litecoin/,4360$
Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,15151$
USD Coin,https://coinmarketcap.com/currencies/usd-coin/,100$
Cardano,https://coinmarketcap.com/currencies/cardano/,0077272$
EOS,https://coinmarketcap.com/currencies/eos/,246$
TRON,https://coinmarketcap.com/currencies/tron/,0025060$
Monero,https://coinmarketcap.com/currencies/monero/,8907$
Tezos,https://coinmarketcap.com/currencies/tezos/,201$
Neo,https://coinmarketcap.com/currencies/neo/,2052$
Stellar,https://coinmarketcap.com/currencies/stellar/,0068374$
UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,118$
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,453$
NEM,https://coinmarketcap.com/currencies/nem/,0104772$
Dai,https://coinmarketcap.com/currencies/multi-collateral-dai/,101$
Cosmos,https://coinmarketcap.com/currencies/cosmos/,406$
Wrapped Bitcoin,https://coinmarketcap.com/currencies/wrapped-bitcoin/,"10,32004$"
VeChain,https://coinmarketcap.com/currencies/vechain/,0011656$
yearn.finance,https://coinmarketcap.com/currencies/yearn-finance/,"23,01208$"
IOTA,https://coinmarketcap.com/currencies/iota/,0236501$
Dash,https://coinmarketcap.com/currencies/dash/,6600$
Aave,https://coinmarketcap.com/currencies/aave/,0458585$
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,485$
Zcash,https://coinmarketcap.com/currencies/zcash/,5269$
UMA,https://coinmarketcap.com/currencies/uma/,961$
TrueUSD,https://coinmarketcap.com/currencies/trueusd/,100$
THETA,https://coinmarketcap.com/currencies/theta/,0565704$
Uniswap,https://coinmarketcap.com/currencies/uniswap/,483$
Maker,https://coinmarketcap.com/currencies/maker/,43898$
Ontology,https://coinmarketcap.com/currencies/ontology/,0596644$
Binance USD,https://coinmarketcap.com/currencies/binance-usd/,100$
Synthetix Network Token,https://coinmarketcap.com/currencies/synthetix-network-token/,405$
OMG Network,https://coinmarketcap.com/currencies/omg/,287$
OKB,https://coinmarketcap.com/currencies/okb/,617$
Compound,https://coinmarketcap.com/currencies/compound/,13304$
HedgeTrade,https://coinmarketcap.com/currencies/hedgetrade/,109$
FTX Token,https://coinmarketcap.com/currencies/ftx-token/,350$
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0002597$
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0024073$
Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,0216626$
Celo,https://coinmarketcap.com/currencies/celo/,241$
Kusama,https://coinmarketcap.com/currencies/kusama/,3419$
Algorand,https://coinmarketcap.com/currencies/algorand/,0268077$
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,0000288$
0x,https://coinmarketcap.com/currencies/0x/,0348743$
Hyperion,https://coinmarketcap.com/currencies/hyperion/,0587148$
Paxos Standard,https://coinmarketcap.com/currencies/paxos-standard/,0999718$
Energy Web Token,https://coinmarketcap.com/currencies/energy-web-token/,817$
Loopring,https://coinmarketcap.com/currencies/loopring/,0210966$
Waves,https://coinmarketcap.com/currencies/waves/,224$
Qtum,https://coinmarketcap.com/currencies/qtum/,220$
ICON,https://coinmarketcap.com/currencies/icon/,0371622$
NXM,https://coinmarketcap.com/currencies/nxm/,3621$
Celsius,https://coinmarketcap.com/currencies/celsius/,0756219$
Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,0869064$
Hedera Hashgraph,https://coinmarketcap.com/currencies/hedera-hashgraph/,0029839$
ABBC Coin,https://coinmarketcap.com/currencies/abbc-coin/,0278384$
SushiSwap,https://coinmarketcap.com/currencies/sushiswap/,134$
Ren,https://coinmarketcap.com/currencies/ren/,0172484$
Helium,https://coinmarketcap.com/currencies/helium/,333$
ZB Token,https://coinmarketcap.com/currencies/zb-token/,0326010$
Lisk,https://coinmarketcap.com/currencies/lisk/,115$
Augur,https://coinmarketcap.com/currencies/augur/,1306$
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0013670$
HUSD,https://coinmarketcap.com/currencies/husd/,100$
Ocean Protocol,https://coinmarketcap.com/currencies/ocean-protocol/,0373819$
Decred,https://coinmarketcap.com/currencies/decred/,1104$
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,788$
Elrond,https://coinmarketcap.com/currencies/elrond-egld/,892$
Revain,https://coinmarketcap.com/currencies/revain/,0010559$
Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,0146229$
Band Protocol,https://coinmarketcap.com/currencies/band-protocol/,586$
DFI.Money,https://coinmarketcap.com/currencies/yearn-finance-ii/,"2,95377$"
Terra,https://coinmarketcap.com/currencies/terra-luna/,0291328$
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0002467$
Solana,https://coinmarketcap.com/currencies/solana/,295$
DxChain Token,https://coinmarketcap.com/currencies/dxchain-token/,0002223$
Aragon,https://coinmarketcap.com/currencies/aragon/,318$
CyberVein,https://coinmarketcap.com/currencies/cybervein/,0097450$
Decentraland,https://coinmarketcap.com/currencies/decentraland/,0069745$
Reserve Rights,https://coinmarketcap.com/currencies/reserve-rights/,0010846$
Ampleforth,https://coinmarketcap.com/currencies/ampleforth/,0692380$
Orchid,https://coinmarketcap.com/currencies/orchid/,0267004$
Balancer,https://coinmarketcap.com/currencies/balancer/,1405$
Blockstack,https://coinmarketcap.com/currencies/blockstack/,0156805$
Avalanche,https://coinmarketcap.com/currencies/avalanche/,397$
Quant,https://coinmarketcap.com/currencies/quant/,782$
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,0509366$
Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,0013234$
Nano,https://coinmarketcap.com/currencies/nano/,0702397$
Nervos Network,https://coinmarketcap.com/currencies/nervos-network/,0004519$
Arweave,https://coinmarketcap.com/currencies/arweave/,283$
The Midas Touch Gold,https://coinmarketcap.com/currencies/the-midas-touch-gold/,0017484$
Numeraire,https://coinmarketcap.com/currencies/numeraire/,2944$
Bytom,https://coinmarketcap.com/currencies/bytom/,0065014$
Serum,https://coinmarketcap.com/currencies/serum/,178$
JUST,https://coinmarketcap.com/currencies/just/,0036923$
IOST,https://coinmarketcap.com/currencies/iostoken/,0005403$
KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,101$
Flexacoin,https://coinmarketcap.com/currencies/flexacoin/,0007324$
Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,0080462$
Swipe,https://coinmarketcap.com/currencies/swipe/,109$
Holo,https://coinmarketcap.com/currencies/holo/,0000468$
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,118$
Divi,https://coinmarketcap.com/currencies/divi/,0041009$
Fantom,https://coinmarketcap.com/currencies/fantom/,0035055$
Status,https://coinmarketcap.com/currencies/status/,0021511$
Nexo,https://coinmarketcap.com/currencies/nexo/,0122610$
BitShares,https://coinmarketcap.com/currencies/bitshares/,0022784$
Matic Network,https://coinmarketcap.com/currencies/matic-network/,0017901$
iExec RLC,https://coinmarketcap.com/currencies/rlc/,0821739$
MCO,https://coinmarketcap.com/currencies/crypto-com/,409$
Verge,https://coinmarketcap.com/currencies/verge/,0003975$
Komodo,https://coinmarketcap.com/currencies/komodo/,0526571$
TomoChain,https://coinmarketcap.com/currencies/tomochain/,0815390$
Storj,https://coinmarketcap.com/currencies/storj/,0306505$
Kava.io,https://coinmarketcap.com/currencies/kava/,180$
PAX Gold,https://coinmarketcap.com/currencies/pax-gold/,"1,86152$"
xDai,https://coinmarketcap.com/currencies/xdai/,2110$
Steem,https://coinmarketcap.com/currencies/steem/,0149703$
Velas,https://coinmarketcap.com/currencies/velas/,0039232$
THORChain,https://coinmarketcap.com/currencies/thorchain/,0345620$
Curve DAO Token,https://coinmarketcap.com/currencies/curve-dao-token/,0900489$
Horizen,https://coinmarketcap.com/currencies/horizen/,539$
RSK Infrastructure Framework,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/,0083953$
Utrust,https://coinmarketcap.com/currencies/utrust/,0119251$
HyperCash,https://coinmarketcap.com/currencies/hypercash/,118$
SwissBorg,https://coinmarketcap.com/currencies/swissborg/,0072815$
Chiliz,https://coinmarketcap.com/currencies/chiliz/,0010537$
Bancor,https://coinmarketcap.com/currencies/bancor/,0729167$
IRISnet,https://coinmarketcap.com/currencies/irisnet/,0060087$
aelf,https://coinmarketcap.com/currencies/aelf/,0092196$
WAX,https://coinmarketcap.com/currencies/wax/,0036907$
Ardor,https://coinmarketcap.com/currencies/ardor/,0049706$
WaykiChain,https://coinmarketcap.com/currencies/waykichain/,0260044$
OriginTrail,https://coinmarketcap.com/currencies/origintrail/,0150399$
Electroneum,https://coinmarketcap.com/currencies/electroneum/,0004752$
Handshake ,https://coinmarketcap.com/currencies/handshake/,0154549$
Energi,https://coinmarketcap.com/currencies/energi/,141$
Hive,https://coinmarketcap.com/currencies/hive-blockchain/,0144741$
GateToken,https://coinmarketcap.com/currencies/gatetoken/,0529797$
Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,3881$
MXC,https://coinmarketcap.com/currencies/mxc/,0016522$
Unibright,https://coinmarketcap.com/currencies/unibright/,0293824$
Zcoin,https://coinmarketcap.com/currencies/zcoin/,377$
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0088415$
SingularityNET,https://coinmarketcap.com/currencies/singularitynet/,0046474$
Ultra,https://coinmarketcap.com/currencies/ultra/,0138285$
Aurora,https://coinmarketcap.com/currencies/aurora/,0005474$
Insolar,https://coinmarketcap.com/currencies/insolar/,0389045$
Fetch.ai,https://coinmarketcap.com/currencies/fetch/,0048812$
v.systems,https://coinmarketcap.com/currencies/v-systems/,0018161$
Stratis,https://coinmarketcap.com/currencies/stratis/,0371015$
IoTeX,https://coinmarketcap.com/currencies/iotex/,0007617$
Kleros,https://coinmarketcap.com/currencies/kleros/,0065064$
STASIS EURO,https://coinmarketcap.com/currencies/stasis-euro/,115$
ShareToken,https://coinmarketcap.com/currencies/sharetoken/,0024648$
TrustSwap,https://coinmarketcap.com/currencies/trustswap/,0525517$
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0111862$
Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,361$
Melon,https://coinmarketcap.com/currencies/melon/,2832$
Aion,https://coinmarketcap.com/currencies/aion/,0075965$
Enigma,https://coinmarketcap.com/currencies/enigma/,0429227$
Ark,https://coinmarketcap.com/currencies/ark/,0272757$
Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,0079480$
Theta Fuel,https://coinmarketcap.com/currencies/theta-fuel/,0008770$
DAD,https://coinmarketcap.com/currencies/dad/,0245205$
SOLVE,https://coinmarketcap.com/currencies/solve/,0097038$
Xensor,https://coinmarketcap.com/currencies/xensor/,0005829$
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0000135$
Wanchain,https://coinmarketcap.com/currencies/wanchain/,0245799$
Super Zero Protocol,https://coinmarketcap.com/currencies/super-zero-protocol/,0105462$
Elastos,https://coinmarketcap.com/currencies/elastos/,174$
Tellor,https://coinmarketcap.com/currencies/tellor/,2010$
Orbs,https://coinmarketcap.com/currencies/orbs/,0013956$
Harmony,https://coinmarketcap.com/currencies/harmony/,0004690$
GXChain,https://coinmarketcap.com/currencies/gxchain/,0442332$
SUN,https://coinmarketcap.com/currencies/sun/,1644$
Ankr,https://coinmarketcap.com/currencies/ankr/,0004651$
Wirex Token,https://coinmarketcap.com/currencies/wirex-token/,0009627$
Syscoin,https://coinmarketcap.com/currencies/syscoin/,0046869$
Loki,https://coinmarketcap.com/currencies/loki/,0529536$
Digitex Futures,https://coinmarketcap.com/currencies/digitex-futures/,0029233$
Switcheo,https://coinmarketcap.com/currencies/switcheo/,0031531$
BHEX Token,https://coinmarketcap.com/currencies/bhex-token/,0132067$
Thunder Token,https://coinmarketcap.com/currencies/thunder-token/,0004357$
Travala.com,https://coinmarketcap.com/currencies/travala/,0605963$
Hxro,https://coinmarketcap.com/currencies/hxro/,0170606$
Streamr,https://coinmarketcap.com/currencies/streamr/,0036965$
bZx Protocol,https://coinmarketcap.com/currencies/bzx-protocol/,0179852$
Origin Protocol,https://coinmarketcap.com/currencies/origin-protocol/,0193814$
WINk,https://coinmarketcap.com/currencies/wink-tronbet/,0000080$
